"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"298146","Hospital","Femenino","Otra/o no familiar","Física y psicológica","19","18 a 29 años","Femenino","2","1","Masculino","Pareja","Se planificó intervención para otro momento","2019-06-21 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"298147","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-21 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"298148","Familiar","Femenino","Otra/o familiar","Psicológica","16","12 a 17 años","Femenino","2","1","Masculino","Padrastro","Llamante solicitó información y/o orientación","2019-06-21 18:40:00","Ciudad Autónoma de Buenos Aires","02"
"298149","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-21 19:30:00","Ciudad Autónoma de Buenos Aires","02"
"298150","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-22 20:05:00","Ciudad Autónoma de Buenos Aires","02"
"298151","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-22 20:45:00","Ciudad Autónoma de Buenos Aires","02"
"298152","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-22 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"298153","Víctima","Femenino","Madre","Física y psicológica","23","18 a 29 años","Femenino","2","2","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-22 00:05:00","Ciudad Autónoma de Buenos Aires","02"
"298154","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","27","18 a 29 años","Femenino","2","1","Masculino","Hermano/a","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 00:30:00","Ciudad Autónoma de Buenos Aires","02"
"298155","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","3","1","NS/NC","NS/NC","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 01:30:00","Ciudad Autónoma de Buenos Aires","02"
"298156","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 02:45:00","Ciudad Autónoma de Buenos Aires","02"
"298157","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-22 04:50:00","Ciudad Autónoma de Buenos Aires","02"
"298158","Comisaría","Femenino","No hay niñas/os","Física y psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 03:45:00","Ciudad Autónoma de Buenos Aires","02"
"298159","Víctima","Femenino","Madre","Psicológica","25","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-22 13:30:00","Ciudad Autónoma de Buenos Aires","02"
"298161","Hospital","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-22 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"298162","Comisaría","Femenino","No hay niñas/os","Psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-22 14:10:00","Ciudad Autónoma de Buenos Aires","02"
"298163","Víctima","Femenino","Madre","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 16:20:00","Ciudad Autónoma de Buenos Aires","02"
"298164","NS/NC","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","NS/NC","Llamante solicitó información y/o orientación","2019-06-22 15:40:00","Ciudad Autónoma de Buenos Aires","02"
"298165","NS/NC","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","NS/NC","1","1","Femenino","NS/NC","Llamante solicitó información y/o orientación","2019-06-22 16:55:00","Ciudad Autónoma de Buenos Aires","02"
"298166","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-22 17:15:00","Ciudad Autónoma de Buenos Aires","02"
"298167","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-22 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"298168","Comisaría","Femenino","Madre","Física y psicológica","25","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-22 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"298169","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-23 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"298170","Víctima","Femenino","Madre","Psicológica","37","30 a 39 años","Femenino","2","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-23 21:30:00","Ciudad Autónoma de Buenos Aires","02"
"298171","Familiar","Femenino","Otra/o familiar","Física y psicológica","4","0 a 5 años","Femenino","4","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-23 00:50:00","Ciudad Autónoma de Buenos Aires","02"
"298172","Comisaría","Masculino","No hay niñas/os","Física y psicológica","40","40 a 49 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-23 05:45:00","Ciudad Autónoma de Buenos Aires","02"
"298173","Comisaría","Masculino","No hay niñas/os","Física y psicológica","42","40 a 49 años","Femenino","1","2","Masculino","Otro/a conviviente","La víctima no aceptó la intervención del Equipo Móvil","2019-06-23 05:15:00","Ciudad Autónoma de Buenos Aires","02"
"298174","Otra Institución","Femenino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Femenino","2","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-23 08:00:00","Ciudad Autónoma de Buenos Aires","02"
"298175","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-23 08:10:00","Ciudad Autónoma de Buenos Aires","02"
"298176","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-23 09:30:00","Ciudad Autónoma de Buenos Aires","02"
"298177","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-23 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"298178","Víctima","Masculino","No hay niñas/os","Psicológica","57","50 a 59 años","Masculino","1","1","Femenino","Madre","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-23 09:35:00","Ciudad Autónoma de Buenos Aires","02"
"298179","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-23 12:00:00","Ciudad Autónoma de Buenos Aires","02"
"298180","Familiar","Masculino","Padre","Psicológica","8","6 a 11 años","Masculino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-06-23 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"298181","Comisaría","Masculino","Otra/o no familiar","Económica, física y psicológica","35","30 a 39 años","Femenino","4","3","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-23 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"298182","Comisaría","Masculino","Otra/o no familiar",,"Sin dato","Sin dato","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-23 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"298183","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","17","12 a 17 años","Masculino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-23 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"298184","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-23 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"298185","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","48","40 a 49 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-23 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"298186","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-23 19:55:00","Ciudad Autónoma de Buenos Aires","02"
"298187","Comisaría","Masculino","No hay niñas/os",,"66","Más de 60 años","Femenino","1","2","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-24 22:25:00","Ciudad Autónoma de Buenos Aires","02"
"298188","Hospital","Femenino","No hay niñas/os","Física y psicológica","33","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-24 22:55:00","Ciudad Autónoma de Buenos Aires","02"
"298189","Comisaría","Masculino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-06-24 23:25:00","Ciudad Autónoma de Buenos Aires","02"
"298190","Comisaría","Masculino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-24 00:55:00","Ciudad Autónoma de Buenos Aires","02"
"298191","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Masculino","5","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-24 02:30:00","Ciudad Autónoma de Buenos Aires","02"
"298192","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","2","1","Masculino","Padrastro","La víctima no aceptó la intervención del Equipo Móvil","2019-06-24 06:25:00","Ciudad Autónoma de Buenos Aires","02"
"298193","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-24 07:40:00","Ciudad Autónoma de Buenos Aires","02"
"298194","Comisaría","Femenino","No hay niñas/os","Física y psicológica","31","30 a 39 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-24 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"298195","Víctima","Femenino","Madre","Psicológica","29","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-24 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"298196","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Femenino","3","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-24 08:05:00","Ciudad Autónoma de Buenos Aires","02"
"298197","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-24 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"298198","Familiar","Femenino","Otra/o familiar","Física y psicológica","29","18 a 29 años","Femenino","5","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-06-24 10:50:00","Ciudad Autónoma de Buenos Aires","02"
"298199","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","37","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-24 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"298200","Comisaría","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2019-06-24 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"298201","Otra/o sobre una situación de conflicto familiar","Masculino","Padre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-24 13:00:00","Ciudad Autónoma de Buenos Aires","02"
"298202","Comisaría","Femenino","Otra/o no familiar","Psicológica","24","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-24 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"298203","Víctima","Femenino","No hay niñas/os","Económica y psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-06-24 14:25:00","Ciudad Autónoma de Buenos Aires","02"
"298204","Víctima","Femenino","No hay niñas/os","Psicológica","57","50 a 59 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-24 17:20:00","Ciudad Autónoma de Buenos Aires","02"
"298205","Víctima","Femenino","No hay niñas/os","Psicológica","33","30 a 39 años","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-06-24 15:45:00","Ciudad Autónoma de Buenos Aires","02"
"298206","Defensoría","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Masculino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-06-24 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"298207","Familiar","Femenino","Otra/o familiar","Física y psicológica","3","0 a 5 años","Femenino","1","1","NS/NC","NS/NC","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-24 14:50:00","Ciudad Autónoma de Buenos Aires","02"
"298208","Familiar","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-24 18:20:00","Ciudad Autónoma de Buenos Aires","02"
"298209","Víctima","Femenino","No hay niñas/os","Física y psicológica","50","50 a 59 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-24 15:30:00","Ciudad Autónoma de Buenos Aires","02"
"298210","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Otro/a conviviente","La víctima no aceptó la intervención del Equipo Móvil","2019-06-24 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"298211","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","1","1","Femenino","Ex pareja","Se planificó intervención para otro momento","2019-06-24 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"298212","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Pareja","Se planificó intervención para otro momento","2019-06-24 19:15:00","Ciudad Autónoma de Buenos Aires","02"
"298213","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Femenino","Madre","Se planificó intervención para otro momento","2019-06-24 20:30:00","Ciudad Autónoma de Buenos Aires","02"
"298214","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-24 21:50:00","Ciudad Autónoma de Buenos Aires","02"
"298215","Familiar","Femenino","Madre","Psicológica","14","12 a 17 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-25 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"298216","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-25 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"298217","Familiar","Femenino","Madre","Física y psicológica","19","18 a 29 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-25 21:30:00","Ciudad Autónoma de Buenos Aires","02"
"298218","Otra/o sobre una situación de conflicto familiar","Femenino","Madre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-25 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"298219","Comisaría","Masculino","Otra/o no familiar","Psicológica","46","40 a 49 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-06-25 01:10:00","Ciudad Autónoma de Buenos Aires","02"
"298220","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","48","40 a 49 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-25 05:20:00","Ciudad Autónoma de Buenos Aires","02"
"298221","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-25 08:05:00","Ciudad Autónoma de Buenos Aires","02"
"298222","Comisaría","Masculino","Otra/o no familiar","Psicológica","33","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-25 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"298223","Familiar","Femenino","No hay niñas/os","Psicológica","85","Más de 60 años","Masculino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-06-25 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"298224","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-25 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"298225","Familiar","Femenino","Otra/o familiar","Psicológica","10","6 a 11 años","Masculino","3","2","Femenino","Madre","Llamante solicitó información y/o orientación","2019-06-25 11:20:00","Ciudad Autónoma de Buenos Aires","02"
"298226","Vecina/o","Masculino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-06-25 13:25:00","Ciudad Autónoma de Buenos Aires","02"
"298227","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-25 12:00:00","Ciudad Autónoma de Buenos Aires","02"
"298228","Vecina/o","Femenino","No hay niñas/os",,"8","6 a 11 años","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-25 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"298229","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-25 15:30:00","Ciudad Autónoma de Buenos Aires","02"
"298230","Comisaría","Femenino","Otra/o no familiar",,"23","18 a 29 años","Femenino","2","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-25 14:10:00","Ciudad Autónoma de Buenos Aires","02"
"298231","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-25 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"298232","Otra Institución","Femenino","Otra/o no familiar","Física y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-25 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"298233","Familiar","Femenino","Madre","Psicológica","2","0 a 5 años","Femenino","1","1","Masculino","Padre","No había móviles y/o Equipos para realizar la intervención","2019-06-25 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"298234","Víctima","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-25 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"298235","Familiar","Femenino","No hay niñas/os","Psicológica","83","Más de 60 años","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-25 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"298236","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-25 14:45:00","Ciudad Autónoma de Buenos Aires","02"
"298237","Víctima","Femenino","Sin datos","Física y psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2019-06-25 19:20:00","Ciudad Autónoma de Buenos Aires","02"
"298238","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-25 21:45:00","Ciudad Autónoma de Buenos Aires","02"
"298239","Comisaría","Femenino","No hay niñas/os","Física y psicológica","55","50 a 59 años","Femenino","1","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-26 23:20:00","Ciudad Autónoma de Buenos Aires","02"
"298240","Vecina/o","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Padre","Está interviniendo o se deriva a otra institución","2019-06-26 22:00:00","Ciudad Autónoma de Buenos Aires","02"
"298241","Comisaría","Femenino","Otra/o no familiar","Psicológica","39","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-26 23:35:00","Ciudad Autónoma de Buenos Aires","02"
"298242","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-26 08:10:00","Ciudad Autónoma de Buenos Aires","02"
"298243","NS/NC","Masculino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-06-26 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"298244","Víctima","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-26 10:50:00","Ciudad Autónoma de Buenos Aires","02"
"298245","Familiar","Femenino","No hay niñas/os","Física y psicológica","17","12 a 17 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-26 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"298246","Víctima","Femenino","No hay niñas/os","Psicológica","82","Más de 60 años","Femenino","1","2","Femenino","Hijo/a","Llamante solicitó información y/o orientación","2019-06-26 11:40:00","Ciudad Autónoma de Buenos Aires","02"
"298247","Hospital","Femenino","Otra/o no familiar","Física y psicológica","19","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-26 11:45:00","Ciudad Autónoma de Buenos Aires","02"
"298248","Víctima","Femenino","Hermana/o","Física y psicológica","15","12 a 17 años","Femenino","3","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-26 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"298249","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-26 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"298250","Comisaría","Femenino","No hay niñas/os","Física y psicológica","57","50 a 59 años","Femenino","1","1","Masculino","Hermano/a","La víctima no aceptó la intervención del Equipo Móvil","2019-06-26 13:15:00","Ciudad Autónoma de Buenos Aires","02"
"298251","Víctima","Femenino","Otra/o familiar","Física y psicológica","78","Más de 60 años","Femenino","3","1","Femenino","Otro/a conviviente","La víctima no aceptó la intervención del Equipo Móvil","2019-06-26 15:10:00","Ciudad Autónoma de Buenos Aires","02"
"298252","Comisaría","Femenino","No hay niñas/os","Económica, física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Está interviniendo o se deriva a otra institución","2019-06-26 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"298253","Víctima","Femenino","No hay niñas/os","Psicológica","46","40 a 49 años","Femenino","1","3","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-26 15:20:00","Ciudad Autónoma de Buenos Aires","02"
"298254","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Madre","La víctima no aceptó la intervención del Equipo Móvil","2019-06-26 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"298255","Agresor/a","Masculino","Sin datos","Psicológica","Sin dato","Sin dato","Masculino","3","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-06-26 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"298256","Vecina/o","Masculino","Otra/o no familiar","Psicológica","80","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-26 16:55:00","Ciudad Autónoma de Buenos Aires","02"
"298257","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-26 15:30:00","Ciudad Autónoma de Buenos Aires","02"
"298258","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-26 17:30:00","Ciudad Autónoma de Buenos Aires","02"
"298259","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-26 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"298260","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-26 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"298261","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-27 23:20:00","Ciudad Autónoma de Buenos Aires","02"
"298262","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-27 01:45:00","Ciudad Autónoma de Buenos Aires","02"
